id,run_time,status,abort_reason,duration_ms,signals_scanned,signals_approved,node_summary,created_at
862,2026-07-18 17:20:35.096705+00,OK,,8856,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T17:20:26.211166+00:00"", ""upserted"": 0, ""signals_ranked"": 1, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 17:20:35.096894+00
863,2026-07-18 17:25:43.334453+00,OK,,8184,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T17:25:35.130648+00:00"", ""upserted"": 0, ""signals_ranked"": 1, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 17:25:43.334643+00
864,2026-07-18 17:30:51.61992+00,OK,,8240,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T17:30:43.359925+00:00"", ""upserted"": 0, ""signals_ranked"": 1, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 17:30:51.620127+00
865,2026-07-18 17:36:01.040376+00,OK,,9345,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T17:35:51.645275+00:00"", ""upserted"": 0, ""signals_ranked"": 1, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 17:36:01.040576+00
866,2026-07-18 17:41:08.913681+00,OK,,7820,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T17:41:01.072058+00:00"", ""upserted"": 0, ""signals_ranked"": 1, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 17:41:08.913849+00
867,2026-07-18 17:46:16.355019+00,OK,,7388,2,1,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T17:46:08.940825+00:00"", ""upserted"": 1, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 1, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 17:46:16.355218+00
868,2026-07-18 17:51:24.965559+00,OK,,8560,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T17:51:16.382617+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 17:51:24.965756+00
869,2026-07-18 17:56:37.403116+00,OK,,12381,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T17:56:24.992852+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 17:56:37.403577+00
870,2026-07-18 18:01:50.137536+00,OK,,12666,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:01:37.438225+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:01:50.137731+00
871,2026-07-18 18:07:02.445871+00,OK,,12242,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:06:50.171814+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:07:02.446041+00
872,2026-07-18 18:12:09.926431+00,OK,,7423,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:12:02.482547+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:12:09.926603+00
873,2026-07-18 18:17:18.265036+00,OK,,8292,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:17:09.951700+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:17:18.265273+00
874,2026-07-18 18:22:25.678482+00,OK,,7367,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:22:18.291370+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:22:25.678655+00
875,2026-07-18 18:27:34.090352+00,OK,,8364,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:27:25.702992+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:27:34.090544+00
876,2026-07-18 18:32:42.784623+00,OK,,8643,3,1,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:32:34.120095+00:00"", ""upserted"": 1, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 1, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:32:42.784828+00
877,2026-07-18 18:37:52.28218+00,OK,,9448,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:37:42.812757+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:37:52.282356+00
878,2026-07-18 18:43:01.200723+00,OK,,8868,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:42:52.313955+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:43:01.200915+00
879,2026-07-18 18:48:10.18099+00,OK,,8937,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:48:01.220323+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:48:10.181185+00
880,2026-07-18 18:53:20.172428+00,OK,,9943,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:53:10.210382+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:53:20.172586+00
881,2026-07-18 18:58:28.954207+00,OK,,8740,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T18:58:20.192492+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 18:58:28.95438+00
882,2026-07-18 19:03:37.261547+00,OK,,8264,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:03:28.981632+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:03:37.261687+00
883,2026-07-18 19:08:46.07139+00,OK,,8768,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:08:37.280373+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:08:46.071565+00
884,2026-07-18 19:13:56.063121+00,OK,,9938,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:13:46.097445+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:13:56.063329+00
885,2026-07-18 19:19:05.504435+00,OK,,9393,3,1,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:18:56.090083+00:00"", ""upserted"": 1, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 1, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:19:05.504613+00
886,2026-07-18 19:24:15.259316+00,OK,,9708,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:24:05.530480+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:24:15.259512+00
887,2026-07-18 19:29:24.669301+00,OK,,9362,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:29:15.284574+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:29:24.66948+00
888,2026-07-18 19:34:32.688017+00,OK,,7968,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:34:24.697469+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:34:32.688208+00
889,2026-07-18 19:39:42.949708+00,OK,,10213,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:39:32.716016+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:39:42.949882+00
890,2026-07-18 19:44:53.391349+00,OK,,10394,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:44:42.977160+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:44:53.391524+00
891,2026-07-18 19:50:03.506296+00,OK,,10069,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:49:53.415646+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:50:03.50647+00
892,2026-07-18 19:55:12.766328+00,OK,,9212,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T19:55:03.535071+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 19:55:12.7665+00
893,2026-07-18 20:00:20.551764+00,OK,,7746,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:00:12.792253+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:00:20.551896+00
894,2026-07-18 20:05:30.684627+00,OK,,10096,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:05:20.570348+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:05:30.684816+00
895,2026-07-18 20:10:40.454851+00,OK,,9734,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:10:30.704213+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:10:40.455032+00
896,2026-07-18 20:15:48.358317+00,OK,,7865,4,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:15:40.474683+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 4, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:15:48.358521+00
897,2026-07-18 20:20:57.706305+00,OK,,9307,4,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:20:48.378080+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 4, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:20:57.706498+00
898,2026-07-18 20:26:06.921972+00,OK,,9170,4,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:25:57.735025+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 4, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:26:06.922139+00
899,2026-07-18 20:31:15.751092+00,OK,,8790,4,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:31:06.941320+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 4, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:31:15.751366+00
900,2026-07-18 20:36:25.419292+00,OK,,9607,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:36:15.777882+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:36:25.420561+00
901,2026-07-18 20:41:34.383086+00,OK,,8896,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:41:25.469316+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:41:34.383242+00
902,2026-07-18 20:46:43.440588+00,OK,,9014,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:46:34.405322+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:46:43.440765+00
903,2026-07-18 20:51:52.179643+00,OK,,8691,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:51:43.467775+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:51:52.179817+00
904,2026-07-18 20:57:01.48319+00,OK,,9258,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T20:56:52.204390+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 20:57:01.483633+00
905,2026-07-18 21:02:10.872609+00,OK,,9340,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T21:02:01.510189+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 21:02:10.872782+00
906,2026-07-18 21:07:19.983619+00,OK,,9064,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T21:07:10.897823+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 21:07:19.983798+00
907,2026-07-18 21:12:27.982646+00,OK,,7949,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T21:12:20.010682+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 21:12:27.982815+00
908,2026-07-18 21:17:37.39202+00,OK,,9365,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T21:17:28.009025+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 21:17:37.392253+00
909,2026-07-18 21:22:46.305905+00,OK,,8869,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T21:22:37.413378+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 21:22:46.306095+00
910,2026-07-18 21:27:55.401335+00,OK,,9051,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T21:27:46.334074+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 21:27:55.401476+00
911,2026-07-18 21:33:02.948254+00,OK,,7509,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T21:32:55.421807+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 21:33:02.948394+00
912,2026-07-18 21:38:11.550523+00,OK,,8560,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T21:38:02.968928+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 21:38:11.550698+00
913,2026-07-18 21:43:19.861366+00,OK,,8253,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-18T21:43:11.584078+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-18 21:43:19.861552+00
