id,run_time,pipeline_run_id,symbol,scan_id,live_dqs,live_side,live_strategy,live_session,live_tech_raw,live_struct_raw,live_ctx_raw,live_decision,shadow_dqs_empirical,shadow_dqs_delta,shadow_kelly_mult,shadow_kelly_vetoed,shadow_crowded,shadow_crowd_penalty,shadow_cascade_vetoed,shadow_cascade_reason,shadow_crowd_vetoed,shadow_crowd_ls_ratio,shadow_dqs85_vetoed,shadow_decision,shadow_dqs_final,shadow_position_mult,data_quality_score,data_quality_gated,breakdown,actual_pnl,actual_outcome,resolved_at
923,2026-07-18 09:38:17.988079,2026-07-18T09:38:17.988079+00:00,SOLUSDT,b3e80bf7-af0c-4ff9-99d8-9caa66960966,56.50,SHORT,trend_following,london,33.50,64.50,95.00,APPROVED,40.56,-15.94,0.80,f,f,0.00,f,,f,,f,REDUCED,56.50,0.80,84.38,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 84.38, ""outlier"": 100.0, ""freshness"": 60.96, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
924,2026-07-18 09:43:25.667273,2026-07-18T09:43:25.667273+00:00,SOLUSDT,a8c9906a-99da-40c0-ae1a-fb8cc75630a1,56.50,SHORT,trend_following,london,33.50,64.50,95.00,APPROVED,40.56,-15.94,0.80,f,f,0.00,f,,f,,f,REDUCED,56.50,0.80,80.99,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.99, ""outlier"": 100.0, ""freshness"": 52.47, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
925,2026-07-18 09:48:31.103437,2026-07-18T09:48:31.103437+00:00,SOLUSDT,a89b0654-1714-4784-8f8d-922014bc5b67,56.50,SHORT,trend_following,london,33.50,64.50,95.00,APPROVED,40.56,-15.94,0.80,f,f,0.00,f,,f,,f,REDUCED,56.50,0.80,87.58,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 87.58, ""outlier"": 100.0, ""freshness"": 68.96, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
926,2026-07-18 09:53:37.657082,2026-07-18T09:53:37.657082+00:00,SOLUSDT,8305038c-53c8-4468-bff4-a24702dade7f,68.86,SHORT,trend_following,london,30.50,69.50,95.00,APPROVED,50.36,-18.50,0.23,f,f,0.00,f,,f,,f,REDUCED,68.86,0.23,84.18,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 84.18, ""outlier"": 100.0, ""freshness"": 60.44, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
927,2026-07-18 09:58:44.39653,2026-07-18T09:58:44.396530+00:00,SOLUSDT,d1ad6917-0ec8-4afb-808e-a1f63ceb2c73,68.86,SHORT,trend_following,london,30.50,69.50,95.00,APPROVED,50.36,-18.50,0.23,f,f,0.00,f,,f,,f,REDUCED,68.86,0.23,80.77,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.77, ""outlier"": 100.0, ""freshness"": 51.94, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
928,2026-07-18 10:03:50.487405,2026-07-18T10:03:50.487405+00:00,SOLUSDT,349918a6-1278-4da9-bc0e-8bfd4e83286c,68.86,SHORT,trend_following,london,30.50,69.50,95.00,APPROVED,50.36,-18.50,0.23,f,f,0.00,f,,f,,f,REDUCED,68.86,0.23,77.36,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 77.36, ""outlier"": 100.0, ""freshness"": 43.39, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
929,2026-07-18 10:29:26.865563,2026-07-18T10:29:26.865563+00:00,SOLUSDT,7e60da68-6c97-4580-9421-3591fe7e157b,65.44,SHORT,trend_following,london,30.50,60.00,95.00,APPROVED,49.56,-15.88,0.23,f,f,0.00,f,,f,,f,REDUCED,65.44,0.23,90.29,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 90.29, ""outlier"": 100.0, ""freshness"": 75.72, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
930,2026-07-18 10:34:34.071836,2026-07-18T10:34:34.071836+00:00,SOLUSDT,91366a8a-c060-4b40-bd4a-616845d5f4bf,65.44,SHORT,trend_following,london,30.50,60.00,95.00,APPROVED,49.56,-15.88,0.23,f,f,0.00,f,,f,,f,REDUCED,65.44,0.23,86.87,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 86.87, ""outlier"": 100.0, ""freshness"": 67.18, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
931,2026-07-18 10:39:41.561008,2026-07-18T10:39:41.561008+00:00,SOLUSDT,f5a23556-b0a1-48cf-bec5-bad6402b7892,65.44,SHORT,trend_following,london,30.50,60.00,95.00,APPROVED,49.56,-15.88,0.23,f,f,0.00,f,,f,,f,REDUCED,65.44,0.23,83.47,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 83.47, ""outlier"": 100.0, ""freshness"": 58.67, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
932,2026-07-18 10:44:47.907134,2026-07-18T10:44:47.907134+00:00,SOLUSDT,12e6d61e-2bcb-448b-93d9-340605700af3,65.44,SHORT,trend_following,london,30.50,60.00,95.00,APPROVED,49.56,-15.88,0.23,f,f,0.00,f,,f,,f,REDUCED,65.44,0.23,80.04,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.04, ""outlier"": 100.0, ""freshness"": 50.1, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
933,2026-07-18 11:25:48.370434,2026-07-18T11:25:48.370434+00:00,SOLUSDT,11963bc8-72dc-4176-985a-b6f56c9b3d32,51.70,SHORT,trend_following,london,23.50,64.50,95.00,APPROVED,31.80,-19.90,0.50,f,f,0.00,f,,f,,f,REDUCED,51.70,0.50,92.72,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 92.72, ""outlier"": 100.0, ""freshness"": 81.79, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
934,2026-07-18 11:25:48.370434,2026-07-18T11:25:48.370434+00:00,XRPUSDT,219d619a-ddc3-412c-9b56-e49e21d22c65,53.14,SHORT,trend_following,london,26.50,64.50,95.00,APPROVED,34.43,-18.71,0.50,f,f,0.00,f,,f,,f,REDUCED,53.14,0.50,90.72,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 90.72, ""outlier"": 90.0, ""freshness"": 81.79, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
935,2026-07-18 11:25:48.370434,2026-07-18T11:25:48.370434+00:00,BNBUSDT,6ad36ad4-fc04-4fc0-aabb-5af5a6e5d945,55.06,LONG,trend_following,london,73.00,55.00,62.50,APPROVED,58.40,3.34,0.80,f,f,0.00,f,,f,,f,REDUCED,55.06,0.80,92.72,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 92.72, ""outlier"": 100.0, ""freshness"": 81.79, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
936,2026-07-18 11:30:55.606143,2026-07-18T11:30:55.606143+00:00,SOLUSDT,1da23f82-87f9-44d2-9ce8-8efa7d0f2dd5,51.70,SHORT,trend_following,london,23.50,64.50,95.00,APPROVED,31.80,-19.90,0.50,f,f,0.00,f,,f,,f,REDUCED,51.70,0.50,89.32,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 89.32, ""outlier"": 100.0, ""freshness"": 73.3, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
937,2026-07-18 11:30:55.606143,2026-07-18T11:30:55.606143+00:00,XRPUSDT,323a3db8-0d5b-4bb6-994a-ca807ae7a95e,53.14,SHORT,trend_following,london,26.50,64.50,95.00,APPROVED,34.43,-18.71,0.50,f,f,0.00,f,,f,,f,REDUCED,53.14,0.50,87.32,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 87.32, ""outlier"": 90.0, ""freshness"": 73.3, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
938,2026-07-18 11:30:55.606143,2026-07-18T11:30:55.606143+00:00,BNBUSDT,5aa3db9a-1f2f-42b7-9ebb-02beed091a52,55.06,LONG,trend_following,london,73.00,55.00,62.50,APPROVED,58.40,3.34,0.80,f,f,0.00,f,,f,,f,REDUCED,55.06,0.80,89.32,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 89.32, ""outlier"": 100.0, ""freshness"": 73.3, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
939,2026-07-18 11:36:01.344529,2026-07-18T11:36:01.344529+00:00,SOLUSDT,b98956cf-c897-4038-9ab3-5d234cc4113a,51.70,SHORT,trend_following,london,23.50,64.50,95.00,APPROVED,31.80,-19.90,0.50,f,f,0.00,f,,f,,f,REDUCED,51.70,0.50,85.91,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 85.91, ""outlier"": 100.0, ""freshness"": 64.77, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
941,2026-07-18 11:36:01.344529,2026-07-18T11:36:01.344529+00:00,BNBUSDT,e447b3f8-fe7f-4055-87b1-21a923dc0452,55.06,LONG,trend_following,london,73.00,55.00,62.50,APPROVED,58.40,3.34,0.80,f,f,0.00,f,,f,,f,REDUCED,55.06,0.80,85.91,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 85.91, ""outlier"": 100.0, ""freshness"": 64.77, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",-8.92,f,2026-07-19 04:29:55.086288
942,2026-07-18 11:41:08.537471,2026-07-18T11:41:08.537471+00:00,SOLUSDT,26774866-f868-4d07-a80f-1c05c38abb51,51.70,SHORT,trend_following,london,23.50,64.50,95.00,APPROVED,31.80,-19.90,0.50,f,f,0.00,f,,f,,f,REDUCED,51.70,0.50,82.49,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 82.49, ""outlier"": 100.0, ""freshness"": 56.22, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
949,2026-07-18 11:56:30.124272,2026-07-18T11:56:30.124272+00:00,XRPUSDT,2f9aba1a-4644-4fce-86ad-16feec314254,53.14,SHORT,trend_following,london,26.50,64.50,95.00,APPROVED,34.43,-18.71,0.50,f,f,0.00,f,,f,,f,REDUCED,53.14,0.50,80.25,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.25, ""outlier"": 90.0, ""freshness"": 55.64, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
950,2026-07-18 11:56:30.124272,2026-07-18T11:56:30.124272+00:00,BNBUSDT,fdc475b2-872e-411f-9236-2789f5b74c7a,55.06,LONG,trend_following,london,73.00,55.00,62.50,APPROVED,58.40,3.34,0.80,f,f,0.00,f,,f,,f,REDUCED,55.06,0.80,82.25,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 82.25, ""outlier"": 100.0, ""freshness"": 55.64, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
951,2026-07-18 12:01:37.263292,2026-07-18T12:01:37.263292+00:00,XRPUSDT,bd715709-6602-435f-a759-2f3b1a412a4f,53.14,SHORT,trend_following,london,26.50,64.50,95.00,APPROVED,34.43,-18.71,0.50,f,f,0.00,f,,f,,f,REDUCED,53.14,0.50,76.83,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 76.83, ""outlier"": 90.0, ""freshness"": 47.07, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
952,2026-07-18 12:01:37.263292,2026-07-18T12:01:37.263292+00:00,BNBUSDT,19bd0a9f-5051-4850-a917-76549cdc868f,55.06,LONG,trend_following,london,73.00,55.00,62.50,APPROVED,58.40,3.34,0.80,f,f,0.00,f,,f,,f,REDUCED,55.06,0.80,78.83,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 78.83, ""outlier"": 100.0, ""freshness"": 47.07, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
943,2026-07-18 11:41:08.537471,2026-07-18T11:41:08.537471+00:00,XRPUSDT,688a98ce-0536-4854-bdc8-103a308c20c4,53.14,SHORT,trend_following,london,26.50,64.50,95.00,APPROVED,34.43,-18.71,0.50,f,f,0.00,f,,f,,f,REDUCED,53.14,0.50,80.49,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.49, ""outlier"": 90.0, ""freshness"": 56.22, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",-12.57,f,2026-07-18 17:56:28.443478
946,2026-07-18 11:46:16.171715,2026-07-18T11:46:16.171715+00:00,BNBUSDT,29bcf0f6-3503-46fe-ba42-51c69826b0bf,55.06,LONG,trend_following,london,73.00,55.00,62.50,APPROVED,58.40,3.34,0.80,f,f,0.00,f,,f,,f,REDUCED,55.06,0.80,89.08,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 89.08, ""outlier"": 100.0, ""freshness"": 72.71, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",-8.92,f,2026-07-19 04:14:34.675277
944,2026-07-18 11:41:08.537471,2026-07-18T11:41:08.537471+00:00,BNBUSDT,e7ed403c-19f4-4328-bbcf-8ce084aef653,55.06,LONG,trend_following,london,73.00,55.00,62.50,APPROVED,58.40,3.34,0.80,f,f,0.00,f,,f,,f,REDUCED,55.06,0.80,82.49,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 82.49, ""outlier"": 100.0, ""freshness"": 56.22, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",-8.92,f,2026-07-19 04:19:41.835814
948,2026-07-18 11:51:22.601076,2026-07-18T11:51:22.601076+00:00,BNBUSDT,9854a6c8-eec8-42fa-b1dc-8078c539fecf,55.06,LONG,trend_following,london,73.00,55.00,62.50,APPROVED,58.40,3.34,0.80,f,f,0.00,f,,f,,f,REDUCED,55.06,0.80,85.67,f,"{""kelly"": {""mult"": 0.8, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 85.67, ""outlier"": 100.0, ""freshness"": 64.17, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",-8.92,f,2026-07-19 04:24:47.534284
953,2026-07-18 12:06:45.641756,2026-07-18T12:06:45.641756+00:00,XRPUSDT,c1a54c67-156e-4406-b49b-b972f32bb82b,66.94,SHORT,trend_following,london,26.50,69.50,95.00,APPROVED,46.85,-20.09,0.23,f,f,0.00,f,,f,,f,REDUCED,66.94,0.23,83.41,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 83.41, ""outlier"": 90.0, ""freshness"": 63.53, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
954,2026-07-18 12:06:45.641756,2026-07-18T12:06:45.641756+00:00,BNBUSDT,1b734237-e5f7-4a89-85d2-37e93a54d46b,78.52,LONG,trend_following,london,78.25,71.25,62.50,APPROVED,81.02,2.50,2.00,f,f,0.00,f,,f,,f,BOOSTED,78.52,2.00,85.41,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 85.41, ""outlier"": 100.0, ""freshness"": 63.53, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
955,2026-07-18 12:11:53.079958,2026-07-18T12:11:53.079958+00:00,XRPUSDT,d0200879-43cf-4c68-a646-d2f36377f47e,66.94,SHORT,trend_following,london,26.50,69.50,95.00,APPROVED,46.85,-20.09,0.23,f,f,0.00,f,,f,,f,REDUCED,66.94,0.23,79.99,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 79.99, ""outlier"": 90.0, ""freshness"": 54.99, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
956,2026-07-18 12:11:53.079958,2026-07-18T12:11:53.079958+00:00,BNBUSDT,579dcca2-42c6-4f5c-ac4f-adae6e0340ee,78.52,LONG,trend_following,london,78.25,71.25,62.50,APPROVED,81.02,2.50,2.00,f,f,0.00,f,,f,,f,BOOSTED,78.52,2.00,81.99,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 81.99, ""outlier"": 100.0, ""freshness"": 54.99, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
957,2026-07-18 12:17:03.024344,2026-07-18T12:17:03.024344+00:00,XRPUSDT,e74aa77a-464d-49da-bc7a-5e956188c23c,66.94,SHORT,trend_following,london,26.50,69.50,95.00,APPROVED,46.85,-20.09,0.23,f,f,0.00,f,,f,,f,REDUCED,66.94,0.23,76.53,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 76.53, ""outlier"": 90.0, ""freshness"": 46.31, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
958,2026-07-18 12:17:03.024344,2026-07-18T12:17:03.024344+00:00,BNBUSDT,c8b36bf7-ea45-4578-8f7c-f44d99458792,78.52,LONG,trend_following,london,78.25,71.25,62.50,APPROVED,81.02,2.50,2.00,f,f,0.00,f,,f,,f,BOOSTED,78.52,2.00,78.53,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 78.53, ""outlier"": 100.0, ""freshness"": 46.31, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
959,2026-07-18 13:03:24.73729,2026-07-18T13:03:24.737290+00:00,XRPUSDT,c9fe6003-1957-4bea-9ed6-fdc8334ad70a,57.35,SHORT,mean_reversion,overlap,51.50,77.50,80.00,APPROVED,50.58,-6.77,0.40,f,f,0.00,f,,f,,f,REDUCED,57.35,0.40,85.62,f,"{""kelly"": {""mult"": 0.4, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 85.62, ""outlier"": 90.0, ""freshness"": 69.06, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
960,2026-07-18 13:08:33.940621,2026-07-18T13:08:33.940621+00:00,XRPUSDT,be5ef934-3125-44de-a172-30675e022e2f,57.35,SHORT,mean_reversion,overlap,51.50,77.50,80.00,APPROVED,50.58,-6.77,0.40,f,f,0.00,f,,f,,f,REDUCED,57.35,0.40,82.18,f,"{""kelly"": {""mult"": 0.4, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 82.18, ""outlier"": 90.0, ""freshness"": 60.46, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
961,2026-07-18 13:13:43.625574,2026-07-18T13:13:43.625574+00:00,XRPUSDT,d5fd31ca-2386-4454-856d-accbec88ea0a,57.35,SHORT,mean_reversion,overlap,51.50,77.50,80.00,APPROVED,50.58,-6.77,0.40,f,f,0.00,f,,f,,f,REDUCED,57.35,0.40,78.75,f,"{""kelly"": {""mult"": 0.4, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 78.75, ""outlier"": 90.0, ""freshness"": 51.88, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
